TIMESTAMP,POWER
20131101 1:00,0.33666789475000003
20131101 2:00,0.24011582975999998
20131101 3:00,0.37823766219500005
20131101 4:00,0.372805165175
20131101 5:00,0.33882094460999995
20131101 6:00,0.43454000575
20131101 7:00,0.38034443406
20131101 8:00,0.28181499586
20131101 9:00,0.15486817513
20131101 10:00,0.055531792535
20131101 11:00,0.06453937673000001
20131101 12:00,0.039024477915
20131101 13:00,0.032946335505
20131101 14:00,0.00710209913
20131101 15:00,0.0258613098
20131101 16:00,0.00847381474
20131101 17:00,0.014956327955000001
20131101 18:00,0.06908944682
20131101 19:00,0.039747852345
20131101 20:00,0.02990501779
20131101 21:00,0.054131321664999996
20131101 22:00,0.030350724275
20131101 23:00,0.08219824953
20131102 0:00,0.149944735985
20131102 1:00,0.47967991805
20131102 2:00,0.51182919378
20131102 3:00,0.66358730814
20131102 4:00,0.6279361813
20131102 5:00,0.67598082384
20131102 6:00,0.7086643183150001
20131102 7:00,0.535160040975
20131102 8:00,0.5449574961299998
20131102 9:00,0.5593975773750001
20131102 10:00,0.46518457281000003
20131102 11:00,0.516295244605
20131102 12:00,0.441538765675
20131102 13:00,0.5565984328349999
20131102 14:00,0.6299670213249999
20131102 15:00,0.41315328349499997
20131102 16:00,0.4582747744500001
20131102 17:00,0.5123984580100001
20131102 18:00,0.6036523669199999
20131102 19:00,0.480179540635
20131102 20:00,0.41048398692
20131102 21:00,0.4801907731550001
20131102 22:00,0.519396319325
20131102 23:00,0.719490672515
20131103 0:00,0.5917458933949999
20131103 1:00,0.37477130584
20131103 2:00,0.4695675029800002
20131103 3:00,0.6283818877799999
20131103 4:00,0.78090650947
20131103 5:00,0.5982958017150001
20131103 6:00,0.6474057366749999
20131103 7:00,0.6678008518749999
20131103 8:00,0.5949700765599999
20131103 9:00,0.665402933035
20131103 10:00,0.45984777685499995
20131103 11:00,0.42559846878999996
20131103 12:00,0.58394468206
20131103 13:00,0.598941447105
20131103 14:00,0.6426301175400001
20131103 15:00,0.76806818591
20131103 16:00,0.7398287264900001
20131103 17:00,0.7915257359599999
20131103 18:00,0.83161236117
20131103 19:00,0.785547787645
20131103 20:00,0.7323905503050001
20131103 21:00,0.8780476079300001
20131103 22:00,0.861955447325
20131103 23:00,0.8275147370699999
20131104 0:00,0.838164516
20131104 1:00,0.806123072495
20131104 2:00,0.655460353695
20131104 3:00,0.7260423780649999
20131104 4:00,0.54403777722
20131104 5:00,0.41689191618
20131104 6:00,0.36566262894999996
20131104 7:00,0.42169629057
20131104 8:00,0.414541173925
20131104 9:00,0.34269886057500004
20131104 10:00,0.19954440891500003
20131104 11:00,0.35535791308500003
20131104 12:00,0.47220265267499995
20131104 13:00,0.47324637862999996
20131104 14:00,0.632153319435
20131104 15:00,0.5563239099949999
20131104 16:00,0.675424140035
20131104 17:00,0.71916313216
20131104 18:00,0.6678008518749999
20131104 19:00,0.599265842365
20131104 20:00,0.4871740322099999
20131104 21:00,0.706493296435
20131104 22:00,0.7464208691349999
20131104 23:00,0.78190395743
20131105 0:00,0.605814852085
20131105 1:00,0.44096186333
20131105 2:00,0.37613133963
20131105 3:00,0.28050258797999994
20131105 4:00,0.15620529456
20131105 5:00,0.1297050789
20131105 6:00,0.08320243701
20131105 7:00,0.06832653391032692
20131105 8:00,0.13816226950999996
20131105 9:00,0.25353060636999997
20131105 10:00,0.35264188922499995
20131105 11:00,0.30487176951999995
20131105 12:00,0.31936936128500004
20131105 13:00,0.34862468997
20131105 14:00,0.37439613961000007
20131105 15:00,0.33350346859499996
20131105 16:00,0.44275412456999996
20131105 17:00,0.256569677575
20131105 18:00,0.202134628525
20131105 19:00,0.32363951691500004
20131105 20:00,0.34208556486
20131105 21:00,0.476053161285
20131105 22:00,0.328898134495
20131105 23:00,0.5188616512550001
20131106 0:00,0.637108658925
20131106 1:00,0.44169332519
20131106 2:00,0.23479655654999995
20131106 3:00,0.27582491643
20131106 4:00,0.190973095865
20131106 5:00,0.21363673124999996
20131106 6:00,0.163466895525
20131106 7:00,0.16766875741000004
20131106 8:00,0.09914992272
20131106 9:00,0.10196479278
20131106 10:00,0.087847758885
20131106 11:00,0.22316730166499998
20131106 12:00,0.26363852845499997
20131106 13:00,0.5278063333449999
20131106 14:00,0.529589608565
20131106 15:00,0.5309163940949999
20131106 16:00,0.4321344488
20131106 17:00,0.37220804428
20131106 18:00,0.19257530283500002
20131106 19:00,0.15256056577
20131106 20:00,0.143241166745
20131106 21:00,0.27914435139
20131106 22:00,0.103168020555
20131106 23:00,0.07671588009500001
20131107 0:00,0.24449022320999997
20131107 1:00,0.26193927249500004
20131107 2:00,0.4088597642000001
20131107 3:00,0.343868840085
20131107 4:00,0.40583507063000007
20131107 5:00,0.603434905285
20131107 6:00,0.50620799037
20131107 7:00,0.818356187775
20131107 8:00,0.8462802379450002
20131107 9:00,0.35862612774999997
20131107 10:00,0.05827747026
20131107 11:00,0.0062938068350000004
20131107 12:00,0.407200496035
20131107 13:00,0.410877125195
20131107 14:00,0.3437259624049999
20131107 15:00,0.21059721073999998
20131107 16:00,0.65783490888
20131107 17:00,0.6605810359150001
20131107 18:00,0.809950666765
20131107 19:00,0.6707006398199999
20131107 20:00,0.776821016495
20131107 21:00,0.785554077855
