TIMESTAMP,POWER
20131101 2:00,0.18423948593699113
20131101 3:00,0.10949106606329045
20131101 4:00,0.10133074114091511
20131101 5:00,0.1007522852783424
20131101 6:00,0.10987621453420138
20131101 7:00,0.17294492873216627
20131101 8:00,0.328458527539113
20131101 9:00,0.24141474238006688
20131101 10:00,0.11358168290798765
20131101 11:00,0.10004306433501464
20131101 12:00,0.09878670524376681
20131101 13:00,0.0988688047227228
20131101 14:00,0.09880701440600737
20131101 15:00,0.1003813217602938
20131101 16:00,0.09877540149465941
20131101 17:00,0.10004306433501464
20131101 18:00,0.10004306433501464
20131101 19:00,0.10004306433501464
20131101 20:00,0.10004306433501464
20131101 21:00,0.09997168043349974
20131101 22:00,0.2498545518620865
20131101 23:00,0.4625351170130908
20131102 0:00,0.48990881868360336
20131102 1:00,0.353365692903569
20131102 2:00,0.31911876679428464
20131102 3:00,0.43644014658607067
20131102 4:00,0.3778565560282491
20131102 5:00,0.7230593362017188
20131102 6:00,0.7106961765198336
20131102 7:00,0.7208762535999841
20131102 8:00,0.6155995205063405
20131102 9:00,0.7765865008221419
20131102 10:00,0.7557166958547372
20131102 11:00,0.6420748917893175
20131102 12:00,0.5686811400788563
20131102 13:00,0.5399225650239492
20131102 14:00,0.3670351657012936
20131102 15:00,0.40508475505728025
20131102 16:00,0.21404259279489946
20131102 17:00,0.44213671310753977
20131102 18:00,0.4248326191366315
20131102 19:00,0.5517220860810901
20131102 20:00,0.43660851132681844
20131102 21:00,0.42362621228255315
20131102 22:00,0.46003144692655706
20131102 23:00,0.20544011168492227
20131103 0:00,0.2516922468365802
20131103 1:00,0.2480927863414374
20131103 2:00,0.3492352759688969
20131103 3:00,0.24763081349571092
20131103 4:00,0.2133435727026165
20131103 5:00,0.28653020954181474
20131103 6:00,0.31021921744573655
20131103 7:00,0.31377472945291907
20131103 8:00,0.4639786659345294
20131103 9:00,0.49637831300253776
20131103 10:00,0.30402255337146367
20131103 11:00,0.27423507305429184
20131103 12:00,0.58747695596025
20131103 13:00,0.7827454353120493
20131103 14:00,0.8444923101081072
20131103 15:00,0.8681309806152808
20131103 16:00,0.895618084350075
20131103 17:00,0.8952935719867231
20131103 18:00,0.8883232567425738
20131103 19:00,0.8821050410027902
20131103 20:00,0.8925964405800696
20131103 21:00,0.8528577083747004
20131103 22:00,0.8651463355852285
20131103 23:00,0.8796295669796873
20131104 0:00,0.8938377238767636
20131104 1:00,0.8851445325482367
20131104 2:00,0.8797410546902731
20131104 3:00,0.8271001302399541
20131104 4:00,0.6063993016957108
20131104 5:00,0.32634053049266465
20131104 6:00,0.28680732078124593
20131104 7:00,0.3103685124788741
20131104 8:00,0.3538419596975366
20131104 9:00,0.32554903316663897
20131104 10:00,0.37362386912247325
20131104 11:00,0.4620766919999876
20131104 12:00,0.7545143863545665
20131104 13:00,0.8911381127065614
20131104 14:00,0.8825368196393466
20131104 15:00,0.8991424894783061
20131104 16:00,0.8986143489422628
20131104 17:00,0.8934063514703938
20131104 18:00,0.8961084534314555
20131104 19:00,0.8993755480982537
20131104 20:00,0.8971904664407927
20131104 21:00,0.8903073000738276
20131104 22:00,0.8841198708518401
20131104 23:00,0.8205103183055492
20131105 0:00,0.7775933783600142
20131105 1:00,0.8166824835832427
20131105 2:00,0.5674106584265359
20131105 3:00,0.45388589377167876
20131105 4:00,0.18729934182894414
20131105 5:00,0.11857647424248707
20131105 6:00,0.09877478225553832
20131105 7:00,0.10004306433501464
20131105 8:00,0.10004306433501464
20131105 9:00,0.10004306433501464
20131105 10:00,0.10352259432927757
20131105 11:00,0.22101264196962622
20131105 12:00,0.2917042153684912
20131105 13:00,0.3081446172979009
20131105 14:00,0.32041588339501426
20131105 15:00,0.3513374641885174
20131105 16:00,0.33445178646709706
20131105 17:00,0.30486259718934916
20131105 18:00,0.362704073491814
20131105 19:00,0.5139428614613696
20131105 20:00,0.45579194269893564
20131105 21:00,0.5270949733777259
20131105 22:00,0.5180920757689738
20131105 23:00,0.6582437937841898
20131106 0:00,0.6160021051712323
20131106 1:00,0.5152235748709827
20131106 2:00,0.3446195969947633
20131106 3:00,0.18007134662062496
20131106 4:00,0.1412163614578631
20131106 5:00,0.11789479944030873
20131106 6:00,0.10607479827829269
20131106 7:00,0.10043043548851921
20131106 8:00,0.1105679347839808
20131106 9:00,0.10777213793715334
20131106 10:00,0.09902162060966757
20131106 11:00,0.12526822633240875
20131106 12:00,0.19149360915609115
20131106 13:00,0.22467616781222155
20131106 14:00,0.24124338872070383
20131106 15:00,0.3969748837613608
20131106 16:00,0.6158846874877675
20131106 17:00,0.22138051600255082
20131106 18:00,0.10004306433501464
20131106 19:00,0.10004306433501464
20131106 20:00,0.1198659675876938
20131106 21:00,0.4496458249470209
20131106 22:00,0.2900119471743041
20131106 23:00,0.21296861343768259
20131107 0:00,0.21030399267077649
20131107 1:00,0.11070933651097847
20131107 2:00,0.11972101431953841
20131107 3:00,0.15436237754561744
20131107 4:00,0.44158001637254485
20131107 5:00,0.5049168758611978
20131107 6:00,0.2510684100996545
20131107 7:00,0.15667489646814825
20131107 8:00,0.5808599066011686
20131107 9:00,0.586506937605699
20131107 10:00,0.2619257513134685
20131107 11:00,0.7549986949906696
20131107 12:00,0.33219709179356816
20131107 13:00,0.27851722702797077
20131107 14:00,0.7514099390340425
20131107 15:00,0.6250029198669163
20131107 16:00,0.5472246440895543
20131107 17:00,0.8656974639896611
20131107 18:00,0.4091866961418209
20131107 19:00,0.6026004412535559
20131107 20:00,0.5684948245457419
20131107 21:00,0.7353680142400372
20131107 22:00,0.8524977454330243
20131107 23:00,0.8506787366276235
20131108 0:00,0.8312254617125241
20131108 1:00,0.7681868200947141
20131108 2:00,0.767844497250877
20131108 3:00,0.48896175018440446
20131108 4:00,0.7045796710780976
20131108 5:00,0.8281066842877141
20131108 6:00,0.8764849542831865
20131108 7:00,0.8518120298532119
20131108 8:00,0.8236558170925378
20131108 9:00,0.7801275344962552
20131108 10:00,0.6737598895876316
20131108 11:00,0.5985631407521832
20131108 12:00,0.4096030868974059
20131108 13:00,0.4672073239701364
20131108 14:00,0.32290928669420893
20131108 15:00,0.44779421166669653
20131108 16:00,0.41468031424447915
20131108 17:00,0.3968837146644334
20131108 18:00,0.4241204332613041
20131108 19:00,0.33104460676770875
20131108 20:00,0.3889053017492339
20131108 21:00,0.4357415474546822
20131108 22:00,0.3157035454405003
20131108 23:00,0.12755869901659572
20131109 0:00,0.1286123322951307
20131109 1:00,0.27391371548963006
20131109 2:00,0.22298942265818167
20131109 3:00,0.18050237769278477
20131109 4:00,0.18808436542573825
20131109 5:00,0.2691375534182474
20131109 6:00,0.2916204772393769
20131109 7:00,0.40269983645258456
20131109 8:00,0.5112104654014565
20131109 9:00,0.48502950338663553
20131109 10:00,0.6109677545335412
20131109 11:00,0.4564360107512121
20131109 12:00,0.49404789350491507
20131109 13:00,0.5840345784309537
20131109 14:00,0.6361489003914074
20131109 15:00,0.5965769268056246
20131109 16:00,0.5672073491419705
20131109 17:00,0.48394655357208183
20131109 18:00,0.4995031129520381
20131109 19:00,0.6009102179888307
20131109 20:00,0.5911864659302427
20131109 21:00,0.5677325466819666
20131109 22:00,0.5388324676344634
20131109 23:00,0.4848504222724769
20131110 0:00,0.7268934700875146
20131110 1:00,0.6564588669059492
20131110 2:00,0.41417963336157737
20131110 3:00,0.29408912072878046
20131110 4:00,0.2663289531717332
20131110 5:00,0.2228524630161045
20131110 6:00,0.25340069757664185
20131110 7:00,0.27206905485746
20131110 8:00,0.306932119379277
20131110 9:00,0.40047477216762273
20131110 10:00,0.3599766837621011
20131110 11:00,0.3156869955446052
20131110 12:00,0.30581865939319486
20131110 13:00,0.4858823275484102
20131110 14:00,0.6696959216685118
20131110 15:00,0.7893524998440576
20131110 16:00,0.6848007450569161
20131110 17:00,0.7077509029438537
20131110 18:00,0.7064346982931022
20131110 19:00,0.558134247424171
20131110 20:00,0.3839747876330636
20131110 21:00,0.23275751452581128
20131110 22:00,0.18871321892212445
20131110 23:00,0.1777856743743944
20131111 0:00,0.21804588815160064
20131111 1:00,0.19456275168538506
20131111 2:00,0.16650772634556266
20131111 3:00,0.2179604459888519
20131111 4:00,0.2318059157914868
20131111 5:00,0.2295257284596045
20131111 6:00,0.2887207247502602
20131111 7:00,0.2825955860083095
20131111 8:00,0.23015145168997397
20131111 9:00,0.1920429493589847
20131111 10:00,0.6466188619792022
20131111 11:00,0.73269755551605
20131111 12:00,0.4958575654539369
20131111 13:00,0.4036967474904942
20131111 14:00,0.41752777912894556
20131111 15:00,0.2895173685402169
20131111 16:00,0.24855469792878437
20131111 17:00,0.15026269842014384
20131111 18:00,0.09878212949121629
20131111 19:00,0.09895487278592463
20131111 20:00,0.11054377029692347
20131111 21:00,0.09893050848672236
20131111 22:00,0.10004306433501464
20131111 23:00,0.10004306433501464
20131112 0:00,0.10004306433501464
20131112 1:00,0.10755239076749634
20131112 2:00,0.14236063546362865
20131112 3:00,0.13615430671885503
20131112 4:00,0.18592224294289672
20131112 5:00,0.23194308098853267
20131112 6:00,0.237849728524002
20131112 7:00,0.30958045196529926
20131112 8:00,0.41596585943767284
20131112 9:00,0.5305745664344573
20131112 10:00,0.7123662661096523
20131112 11:00,0.5536848075904927
20131112 12:00,0.403480717572413
20131112 13:00,0.3367547618135004
20131112 14:00,0.46263699675637604
20131112 15:00,0.6170503724284385
20131112 16:00,0.511261699929155
20131112 17:00,0.38219267771353416
20131112 18:00,0.3141059670435642
20131112 19:00,0.22650068360340192
20131112 20:00,0.15755187757273925
20131112 21:00,0.13271306753622675
20131112 22:00,0.1010140695008831
20131112 23:00,0.09930248053945279
20131113 0:00,0.10004306433501464
20131113 1:00,0.10004306433501464
20131113 2:00,0.10004306433501464
20131113 3:00,0.10004306433501464
20131113 4:00,0.10004306433501464
20131113 5:00,0.10004306433501464
20131113 6:00,0.09960573874084117
20131113 7:00,0.10015674488450144
20131113 8:00,0.148017809397321
20131113 9:00,0.3154635619103138
20131113 10:00,0.5012620706743017
20131113 11:00,0.3334480099341559
20131113 12:00,0.30247461785471386
20131113 13:00,0.46785335860094834
20131113 14:00,0.5382532796721775
20131113 15:00,0.26563255014012344
20131113 16:00,0.2247703733147659
20131113 17:00,0.215731650510829
20131113 18:00,0.12620195430974013
20131113 19:00,0.16799400737381487
20131113 20:00,0.2610916782914935
20131113 21:00,0.5001691126720132
